Lectin Name,Short Names,UniProt ID,PDB IDs,LfDB IDs,Monosaccharide Specificities,Species,Taxonomy ID,MCAW IDs
Beta-galactosidase,,P23989,,,,Streptococcus thermophilus,1308,
Beta-galactosidase,,Q6LL68,,,,Photobacterium profundum (strain SS9),298386,
Beta-galactosidase,,Q6D736,,,,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672),218491,
Beta-galactosidase,,B7UJI9,,,,Escherichia coli O127:H6 (strain E2348/69 / EPEC),574521,
Beta-galactosidase,,P00723,"[""3OB8"",""3OBA""]",,,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37),284590,
Beta-galactosidase,,P0C1Y0,,,,Lactobacillus delbrueckii subsp. bulgaricus,1585,
Beta-galactosidase,,B1J0T5,,,,Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks),481805,
Beta-galactosidase,,Q1C6T8,,,,Yersinia pestis bv. Antiqua (strain Antiqua),360102,
Beta-galactosidase,,B4S2K9,,,,Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype),1774373,
Beta-galactosidase,,Q56307,"[""6S6Z"",""6SD0""]",,,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),243274,
Beta-galactosidase,,B7N8Q1,,,,Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC),585056,
Beta-galactosidase,,A7ZI91,,,,Escherichia coli O139:H28 (strain E24377A / ETEC),331111,
Beta-galactosidase,,A7KGA5,,,,Klebsiella pneumoniae,573,
Beta-galactosidase,,P70753,,,,Actinobacillus pleuropneumoniae,715,
Beta-galactosidase,,B5Z2P7,,,,Escherichia coli O157:H7 (strain EC4115 / EHEC),444450,
Beta-galactosidase,,A9R0J8,,,,Yersinia pestis bv. Antiqua (strain Angola),349746,
Beta-galactosidase,,A1A831,,,,Escherichia coli O1:K1 / APEC,405955,
Beta-galactosidase,,A3FEW8,,,,Enterobacter agglomerans,549,
Beta-galactosidase,,P00722,"[""1DP0"",""1F4A"",""1F4H"",""1HN1"",""1JYN"",""1JYV"",""1JYW"",""1JYX"",""1JZ2"",""1JZ3"",""1JZ4"",""1JZ5"",""1JZ6"",""1JZ7"",""1JZ8"",""1PX3"",""1PX4"",""3CZJ"",""3DYM"",""3DYO"",""3DYP"",""3E1F"",""3I3B"",""3I3D"",""3I3E"",""3IAP"",""3IAQ"",""3J7H"",""3MUY"",""3MUZ"",""3MV0"",""3MV1"",""3SEP"",""3T08"",""3T09"",""3T0A"",""3T0B"",""3T0D"",""3T2O"",""3T2P"",""3T2Q"",""3VD3"",""3VD4"",""3VD5"",""3VD7"",""3VD9"",""3VDA"",""3VDB"",""3VDC"",""4CKD"",""4DUV"",""4DUW"",""4DUX"",""4TTG"",""4V40"",""4V41"",""4V44"",""4V45"",""5A1A"",""6CVM"",""6DRV"",""6KUZ"",""6TSH"",""6TSK"",""6TTE"",""6X1Q"",""7BRS"",""7BTK""]",,,Escherichia coli (strain K12),83333,
Beta-galactosidase,,A1JTC4,,,,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),393305,
Beta-galactosidase,,A0KQH4,,,,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),380703,
Beta-galactosidase,,P24131,,,,Clostridium acetobutylicum,1488,
Beta-galactosidase,,Q1CI76,,,,Yersinia pestis bv. Antiqua (strain Nepal516),377628,
Beta-galactosidase,,Q32JB6,,,,Shigella dysenteriae serotype 1 (strain Sd197),300267,
Beta-galactosidase,,P81650,,,,Pseudoalteromonas haloplanktis,228,
Beta-galactosidase,,B5XQY2,,,,Klebsiella pneumoniae (strain 342),507522,
Beta-galactosidase,,B2VHN8,,,,Erwinia tasmaniensis (strain DSM 17950 / CFBP 7177 / CIP 109463 / NCPPB 4357 / Et1/99),465817,
Beta-galactosidase,,Q48727,,,,Lactococcus lactis subsp. lactis (strain IL1403),272623,
Beta-galactosidase,,Q47077,,,,Enterobacter cloacae,550,
Beta-galactosidase 1,,Q9SCW1,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 1,,Q8RUV9,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 1,,A6T8X0,,,,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),272620,
Beta-galactosidase 11,,Q9SCV1,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 11,,Q6ZJJ0,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 12,,Q0IZZ8,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 13,,Q9SCU9,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 13,,Q7G3T8,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 14,,Q7XFK2,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 14,,Q9SCU8,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 15,,Q9C6W4,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 15,,Q0INM3,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 16,,Q8GX69,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 2,,Q2XQU3,,,,Enterobacter cloacae,550,
Beta-galactosidase 2,,Q8W0A1,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 2,,A6TI29,,,,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),272620,
Beta-galactosidase 3,,Q5N8X6,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 3,,Q9SCV9,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 5,,Q10RB4,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 6,,Q10NX8,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 7,,Q75HQ3,,,,Oryza sativa subsp. japonica,39947,
Beta-galactosidase 7,,Q9SCV5,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 8,,Q9SCV4,,,,Arabidopsis thaliana,3702,
Beta-galactosidase 9,,Q9SCV3,,,,Arabidopsis thaliana,3702,
Beta-galactosidase BgaC,,A1A3T0,,,,Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a),367928,
Beta-galactosidase small subunit,,O07685,,,,Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM),272621,
Beta-galactosidase small subunit,,Q02604,,,,Leuconostoc lactis,1246,
Beta-galactosidase small subunit,,Q48847,,,,Latilactobacillus sakei,1599,
Beta-galactosidase small subunit,,Q7WTB3,,,,Lactobacillus helveticus,1587,
Beta-galactoside-binding lectin,"[""C14"",""CG-14""]",P07583,"[""3DUI""]","[""LfDB0063""]","[""Gal""]",Gallus gallus,9031,
Beta-galactoside-binding lectin,,P08520,,,,Electrophorus electricus,8005,
Beta-galactoside-specific lectin 1,,P81446,"[""1M2T"",""1ONK"",""1OQL"",""1PUM"",""1PUU"",""1SZ6"",""2R9K"",""2RG9"",""3D7W"",""3O5W"",""4EB2"",""4JKX"",""6ELY""]",,,Viscum album,3972,
Beta-galactoside-specific lectin 2,,Q6H266,,,,Viscum album,3972,
Beta-galactoside-specific lectin 3,,P82683,,,,Viscum album,3972,
Beta-galactoside-specific lectin 4,,Q6ITZ3,"[""1CE7"",""1PC8"",""1TFM"",""1YF8"",""2MLL""]",,,Viscum album,3972,
Beta-glucuronidase,,P08236,"[""1BHG"",""3HN3""]",,,Homo sapiens,9606,
Beta-glucuronidase,,O97524,,,,Felis catus,9685,
Beta-glucuronidase,,Q4FAT7,,,,Sus scrofa,9823,
Beta-glucuronidase,,P06760,,,,Rattus norvegicus,10116,
Beta-glucuronidase,,P12265,,,,Mus musculus,10090,
Beta-glucuronidase,,P05804,"[""3K46"",""3K4A"",""3K4D"",""3LPF"",""3LPG"",""4JHZ"",""5CZK"",""6LEG"",""6LEJ"",""6LEL""]",,,Escherichia coli (strain K12),83333,
Beta-hexosaminidase subunit beta,,P20060,,,,Mus musculus,10090,
Beta-hexosaminidase subunit beta,,Q6AXR4,,,,Rattus norvegicus,10116,
Beta-xylanase,,Q7SI98,"[""1ISV"",""1ISW"",""1ISX"",""1ISY"",""1ISZ"",""1IT0"",""1V6U"",""1V6V"",""1V6W"",""1V6X"",""1V6Y"",""1XYF"",""2D1Z"",""2D20"",""2D22"",""2D23"",""2D24"",""2G3I"",""2G3J"",""2G4F"",""5GQD"",""5GQE""]",,,Streptomyces olivaceoviridis,1921,
Beta/gamma crystallin domain-containing protein 1,,Q9Y4K1,"[""2DAD"",""3CW3"",""6VRO""]",,,Homo sapiens,9606,
Beta/gamma crystallin domain-containing protein 2,,Q8N1P7,,,,Homo sapiens,9606,
Beta/gamma crystallin domain-containing protein 3,,Q80W49,"[""4FD9""]",,,Mus musculus,10090,
Bifunctional protein GAL10,,P09609,,,,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37),284590,
Bifunctional protein GAL10,,P40801,,,,Pachysolen tannophilus,4918,
Bifunctional protein GAL10,,P04397,"[""1Z45""]",,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,
Bifunctional protein gal10,,Q9HDU3,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843),284812,
Bifunctional xylanase/deacetylase,,P83513,,,,Pseudobutyrivibrio xylanivorans,185007,
Boletus edulis lectin,,F2Z266,"[""3QDS"",""3QDT"",""3QDU"",""3QDV"",""3QDW"",""3QDX"",""3QDY""]",,,Boletus edulis,36056,
Bone marrow proteoglycan,,Q61878,,,,Mus musculus,10090,
Bone marrow proteoglycan,,P13727,"[""1H8U"",""2BRS"",""4QXX""]",,,Homo sapiens,9606,
Bone marrow proteoglycan,,Q63189,,,,Rattus norvegicus,10116,
Botulinum neurotoxin type A,,P0DPI0,"[""1XTF"",""1XTG"",""2ILP"",""2IMA"",""2IMB"",""2IMC"",""2ISE"",""2ISG"",""2ISH"",""2VU9"",""2VUA"",""2W2D"",""3BOK"",""3BON"",""3BOO"",""3V0A"",""3V0B"",""3V0C"",""3ZUR"",""3ZUS"",""4HEV"",""4IQP"",""4JRA"",""5JLV"",""5JMC"",""5MK6"",""5MK7"",""5TPB"",""5TPC"",""5V8P"",""5V8R"",""5V8U"",""5VGV"",""5VGX"",""6DKK"",""6MHJ"",""6XCB"",""6XCC"",""6XCD"",""6XCE"",""6XCF"",""7KYF"",""7KYH"",""7LZP"",""7M1H""]",,,Clostridium botulinum,1491,
Botulinum neurotoxin type A,,P0DPI1,"[""2NYY"",""2NZ9"",""3BTA"",""3BWI"",""3C88"",""3C89"",""3C8A"",""3C8B"",""3DDA"",""3DDB"",""3DS9"",""3DSE"",""3FUO"",""3K3Q"",""3QIX"",""3QIY"",""3QIZ"",""3QJ0"",""3QW5"",""3QW6"",""3QW7"",""3QW8"",""4EJ5"",""4EL4"",""4ELC"",""4KS6"",""4KTX"",""4KUF"",""4ZJX"",""5L21"",""6UI1"",""6UL6"",""7KY2""]",,,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),441771,
Botulinum neurotoxin type B,,P10844,"[""1EPW"",""1F31"",""1F82"",""1G9A"",""1G9B"",""1G9C"",""1G9D"",""1I1E"",""1S0B"",""1S0C"",""1S0D"",""1S0E"",""1S0F"",""1S0G"",""1Z0H"",""2ETF"",""2NM1"",""2NP0"",""2XHL"",""3ZUQ"",""4KBB"",""5VID"",""5VMR"",""6G5F"",""6G5G"",""6G5K"",""6QNS"",""6UC6"",""6UFT"",""6UHT"",""6UL4"",""7NA9"",""7QFQ"",""7T5F""]",,,Clostridium botulinum,1491,
Botulinum neurotoxin type C,,P18640,"[""2QN0"",""3DEB"",""3N7K"",""3R4S"",""3R4U""]",,,Clostridium botulinum C phage,12336,
Botulinum neurotoxin type D,,P19321,"[""2FPQ"",""3N7J"",""3OBR"",""3OBT"",""3OGG"",""3RMX"",""3RMY"",""5BQM"",""5BQN""]",,,Clostridium botulinum D phage,29342,
Botulinum neurotoxin type F,,A7GBG3,"[""3FIE"",""3FII"",""3FUQ"",""3RSJ""]",,,Clostridium botulinum (strain Langeland / NCTC 10281 / Type F),441772,
Botulinum neurotoxin type G,,Q60393,"[""1ZB7"",""2VXR"",""3MPP""]",,,Clostridium botulinum,1491,
Brevican core protein,,Q28062,,,,Bos taurus,9913,
Brevican core protein,,Q96GW7,,,,Homo sapiens,9606,
Brevican core protein,,P55068,,,,Rattus norvegicus,10116,
Brevican core protein,,Q61361,,,,Mus musculus,10090,
C-reactive protein,,P02741,"[""1B09"",""1GNH"",""1LJ7"",""3L2Y"",""3PVN"",""3PVO"",""7PK9"",""7PKB"",""7PKD"",""7PKE"",""7PKF"",""7PKG"",""7PKH""]",,,Homo sapiens,9606,
C-reactive protein 1.1,,P06205,,,,Limulus polyphemus,6850,
C-type Lectin CRL,,P84987,,,,Crotalus ruber ruber,8736,
C-type lectin,,D8VNS6,,,,Cerberus rynchops,46267,
C-type lectin,,C6JUN9,,,,Micrurus corallinus,54390,
C-type lectin 1,,Q6T7B7,,,,Bitis gabonica,8694,
C-type lectin 1,,A3FM55,,,,Hydrophis hardwickii,8781,
C-type lectin 13,,J3RY43,,,,Crotalus adamanteus,8729,
C-type lectin 2,,Q6X5T4,,,,Bitis arietans,8692,
C-type lectin 37Da,,Q59DY6,,,,Drosophila melanogaster,7227,
C-type lectin 37Db,,Q59DY5,,,,Drosophila melanogaster,7227,
C-type lectin APL,,P0DM36,,,,Agkistrodon piscivorus piscivorus,8716,
C-type lectin BJcuL,,P83519,"[""5F2Q""]",,,Bothrops jararacussu,8726,
C-type lectin BML-1,,Q90WI6,,,,Bungarus multicinctus,8616,
C-type lectin BML-2,,A1XXJ9,,,,Bungarus multicinctus,8616,
C-type lectin BPL,,P0DL30,,,,Bothrops pirajai,113192,
C-type lectin BfL-1,,Q90WI8,,,,Bungarus fasciatus,8613,
C-type lectin BfL-2,,Q90WI7,,,,Bungarus fasciatus,8613,
C-type lectin BiL,,Q6QX33,,,,Bothrops insularis,8723,
C-type lectin BjL,,Q9PRY7,,,,Bothrops jararaca,8724,
C-type lectin BpLec,,P86970,,,,Bothrops pauloensis,1042543,
C-type lectin Cal,,P21963,"[""1JZN"",""1MUQ""]",,,Crotalus atrox,8730,
C-type lectin LmsL,,Q9PSM4,,,,Lachesis stenophrys,88085,
C-type lectin TsL,,Q9YGP1,,,,Trimeresurus stejnegeri,39682,
C-type lectin domain family 1 member A,,Q8BWY2,,,,Mus musculus,10090,
C-type lectin domain family 1 member A,,Q0VCS6,,,,Bos taurus,9913,
C-type lectin domain family 1 member A,,Q8NC01,,,,Homo sapiens,9606,
C-type lectin domain family 1 member B,,Q9JL99,,,,Mus musculus,10090,
C-type lectin domain family 1 member B,,Q9P126,"[""2C6U"",""3WSR"",""3WWK""]",,,Homo sapiens,9606,
C-type lectin domain family 10 member A,,Q8IUN9,"[""6PUV"",""6PY1"",""6W12"",""6XIY""]",,,Homo sapiens,9606,
C-type lectin domain family 10 member A,"[""mMGL1(WT)""]",P49300,,"[""LfDB0375""]",,Mus musculus,10090,"[""1637""]"
C-type lectin domain family 10 member A,,P49301,,,,Rattus norvegicus,10116,
C-type lectin domain family 11 member A,,O88201,,,,Rattus norvegicus,10116,
C-type lectin domain family 11 member A,,O88200,,,,Mus musculus,10090,
C-type lectin domain family 11 member A,,Q9Y240,,,,Homo sapiens,9606,
C-type lectin domain family 12 member A,,Q504P2,,,,Mus musculus,10090,
C-type lectin domain family 12 member A,,Q5QGZ9,,,,Homo sapiens,9606,
C-type lectin domain family 12 member B,,Q149M0,,,,Mus musculus,10090,
C-type lectin domain family 12 member B,,Q2NL33,,,,Bos taurus,9913,
C-type lectin domain family 12 member B,,Q2HXU8,,,,Homo sapiens,9606,
C-type lectin domain family 14 member A,,Q8VCP9,,,,Mus musculus,10090,
C-type lectin domain family 14 member A,,Q86T13,,,,Homo sapiens,9606,
"C-type lectin domain family 17, member A",,Q6ZS10,,,,Homo sapiens,9606,
C-type lectin domain family 19 member A,,Q6UXS0,,,,Homo sapiens,9606,
C-type lectin domain family 2 member A,,Q6UVW9,"[""4IOP""]",,,Homo sapiens,9606,
C-type lectin domain family 2 member B,,Q92478,,,,Homo sapiens,9606,
C-type lectin domain family 2 member D,,Q9UHP7,"[""4QKG"",""4QKH"",""4QKI"",""4QKJ"",""4WCO"",""5MGT""]",,,Homo sapiens,9606,
C-type lectin domain family 2 member D,,Q91V08,"[""6E7D""]",,,Mus musculus,10090,
C-type lectin domain family 2 member D-related protein,,Q5M9I1,,,,Rattus norvegicus,10116,
C-type lectin domain family 2 member D11,,Q0H8B9,,,,Rattus norvegicus,10116,
C-type lectin domain family 2 member D2,,A4KWA5,,,,Rattus norvegicus,10116,
C-type lectin domain family 2 member D3,,A4KWA6,,,,Rattus norvegicus,10116,
C-type lectin domain family 2 member D5,,Q925N7,,,,Rattus norvegicus,10116,
C-type lectin domain family 2 member D6,,A4KWA8,,,,Rattus norvegicus,10116,
C-type lectin domain family 2 member E,,Q80XD9,,,,Mus musculus,10090,
C-type lectin domain family 2 member F,,Q8VI21,,,,Mus musculus,10090,
C-type lectin domain family 2 member G,,Q9D676,,,,Mus musculus,10090,
C-type lectin domain family 2 member H,,Q8C1T8,,,,Mus musculus,10090,
C-type lectin domain family 2 member I,,Q9WVF9,"[""3RS1""]",,,Mus musculus,10090,
C-type lectin domain family 2 member L,,Q0ZCA7,,,,Rattus norvegicus,10116,
C-type lectin domain family 2 member L,,P0C7M8,,,,Homo sapiens,9606,
C-type lectin domain family 2 member L,,P0C7M9,,,,Mus musculus,10090,
C-type lectin domain family 3 member A,,O75596,,,,Homo sapiens,9606,
C-type lectin domain family 3 member A,,Q28008,,,,Bos taurus,9913,
C-type lectin domain family 3 member A,,Q9EPW4,,,,Mus musculus,10090,
C-type lectin domain family 3 member A homolog,,Q66KU1,,,,Xenopus laevis,8355,
C-type lectin domain family 4 member A,,Q9UMR7,"[""5B1W"",""5B1X""]",,,Homo sapiens,9606,
C-type lectin domain family 4 member A,,Q67EQ0,,,,Rattus norvegicus,10116,
C-type lectin domain family 4 member A,,Q9QZ15,,,,Mus musculus,10090,
C-type lectin domain family 4 member C,,Q8WTT0,"[""3WBP"",""3WBQ"",""3WBR"",""4ZES"",""4ZET""]",,,Homo sapiens,9606,
C-type lectin domain family 4 member D,,Q9Z2H6,,,,Mus musculus,10090,
C-type lectin domain family 4 member D,,Q69FH1,,,,Rattus norvegicus,10116,
C-type lectin domain family 4 member D,,Q8WXI8,"[""2LS8"",""3WHD""]",,,Homo sapiens,9606,
C-type lectin domain family 4 member E,,E1BHM0,"[""4KZV"",""4KZW"",""4ZRV"",""4ZRW"",""5KTH"",""5KTI""]",,,Bos taurus,9913,
C-type lectin domain family 4 member E,,Q9ULY5,"[""3WH2"",""3WH3""]",,,Homo sapiens,9606,
C-type lectin domain family 4 member E,,Q9R0Q8,,,,Mus musculus,10090,
C-type lectin domain family 4 member E,,Q67EQ1,,,,Rattus norvegicus,10116,
C-type lectin domain family 4 member F,,P10716,,,,Rattus norvegicus,10116,
C-type lectin domain family 4 member F,,P70194,"[""6JJJ""]",,,Mus musculus,10090,
C-type lectin domain family 4 member F,,Q8N1N0,,,,Homo sapiens,9606,
C-type lectin domain family 4 member G,,Q8BNX1,,,,Mus musculus,10090,"[""3104"",""3133""]"
C-type lectin domain family 4 member G,,Q6UXB4,,,,Homo sapiens,9606,"[""4587"",""4590"",""4596""]"
C-type lectin domain family 4 member K,,Q8VBX4,"[""5K8Y"",""5M62""]",,,Mus musculus,10090,
C-type lectin domain family 4 member K,,Q9UJ71,"[""3C22"",""3KQG"",""3P5D"",""3P5E"",""3P5F"",""3P5G"",""3P5H"",""3P5I"",""3P7F"",""3P7G"",""3P7H"",""4AK8"",""4N32"",""4N33"",""4N34"",""4N35"",""4N36"",""4N37"",""4N38"",""5G6U""]",,,Homo sapiens,9606,"[""1842"",""5090""]"
C-type lectin domain family 4 member M,,Q8HY06,,,,Gorilla gorilla gorilla,9595,
C-type lectin domain family 4 member M,"[""DCSIGNR CRD Fc""]",Q9H2X3,"[""1K9J"",""1SL6"",""1XAR"",""1XPH"",""3JQH""]","[""LfDB0278""]",,Homo sapiens,9606,
C-type lectin domain family 4 member M,,Q8HYC0,,,,Pan troglodytes,9598,
C-type lectin domain family 5 member A,,Q9GLF3,,,,Sus scrofa,9823,
C-type lectin domain family 5 member A,,Q9NY25,"[""2YHF""]",,,Homo sapiens,9606,
C-type lectin domain family 5 member A,,Q9R007,,,,Mus musculus,10090,
C-type lectin domain family 6 member A,,D3ZWT9,,,,Rattus norvegicus,10116,
C-type lectin domain family 6 member A,,Q3LUH2,,,,Bos taurus,9913,
C-type lectin domain family 6 member A,,Q9JKF4,,,,Mus musculus,10090,
C-type lectin domain family 6 member A,,Q6EIG7,"[""5VYB""]",,,Homo sapiens,9606,
C-type lectin domain family 7 member A,,Q9BXN2,,,,Homo sapiens,9606,
C-type lectin domain family 7 member A,,Q6QLQ4,"[""2BPD"",""2BPE"",""2BPH"",""2CL8""]",,,Mus musculus,10090,
C-type lectin domain family 9 member A,,Q6UXN8,"[""3VPP""]",,,Homo sapiens,9606,
C-type lectin domain family 9 member A,,Q8BRU4,"[""3J82""]",,,Mus musculus,10090,
C-type lectin domain family 9 member A,,D4AD02,,,,Rattus norvegicus,10116,
C-type lectin domain-containing protein 1 (Fragment),,P86533,,,,Daboia russelii,8707,
C-type lectin domain-containing protein 160,,P34393,,,,Caenorhabditis elegans,6239,
C-type lectin domain-containing protein 161,,P34472,,,,Caenorhabditis elegans,6239,
C-type lectin domain-containing protein 162,,P34312,,,,Caenorhabditis elegans,6239,
C-type lectin domain-containing protein 180,,Q19970,,,,Caenorhabditis elegans,6239,
C-type lectin domain-containing protein 2 (Fragment),,P86534,,,,Daboia russelii,8707,
C-type lectin domain-containing protein 87,,Q9XVS3,,,,Caenorhabditis elegans,6239,
C-type lectin domain-containing protein 87,,A8WUV1,,,,Caenorhabditis briggsae,6238,
C-type lectin domain-containing protein 88,,Q86NG3,,,,Caenorhabditis elegans,6239,
C-type lectin domain-containing protein 91,,Q94417,,,,Caenorhabditis elegans,6239,
C-type lectin galactose-binding isoform,,D2YVK1,,,,Hoplocephalus stephensii,196418,
C-type lectin galactose-binding isoform,,D2YVJ6,,,,Pseudechis porphyriacus,8671,
C-type lectin galactose-binding isoform,,D2YVI2,,,,Pseudechis australis,8670,
C-type lectin galatrox (Fragments),,P0DM53,,,,Bothrops atrox,8725,
C-type lectin lectoxin-Enh1,,A7X3W1,,,,Pseudoferania polylepis,338839,
C-type lectin lectoxin-Enh2,,A7X3W6,,,,Pseudoferania polylepis,338839,
C-type lectin lectoxin-Enh4,,A7X3X3,,,,Pseudoferania polylepis,338839,
C-type lectin lectoxin-Enh5,,A7X3X8,,,,Pseudoferania polylepis,338839,
C-type lectin lectoxin-Enh6,,A7X3Y2,,,,Pseudoferania polylepis,338839,
C-type lectin lectoxin-Enh7,,A7X3Y6,,,,Pseudoferania polylepis,338839,
C-type lectin lectoxin-Lei1,,A7X401,,,,Leioheterodon madagascariensis,46577,
C-type lectin lectoxin-Lio1,,A7X3Z4,,,,Erythrolamprus poecilogyrus,338838,
C-type lectin lectoxin-Lio2,,A7X3Z7,,,,Erythrolamprus poecilogyrus,338838,
C-type lectin lectoxin-Lio3,,A7X413,,,,Erythrolamprus poecilogyrus,338838,
C-type lectin lectoxin-Phi1,,A7X406,,,,Philodryas olfersii,120305,
C-type lectin lectoxin-Phi2,,A7X409,,,,Philodryas olfersii,120305,
C-type lectin lectoxin-Thr1,,A7X3Z0,,,,Thrasops jacksonii,186611,
C-type lectin mannose-binding isoform,,D2YVH7,,,,Oxyuranus scutellatus,8668,
C-type lectin mannose-binding isoform,,D2YVJ8,,,,Tropidechis carinatus,100989,
C-type lectin mannose-binding isoform,,D2YVK5,,,,Notechis scutatus scutatus,70142,
C-type lectin protein 160,,A8XP79,,,,Caenorhabditis briggsae,6238,
C-type lectin receptor-like tyrosine-protein kinase At1g52310,,Q9C823,,,,Arabidopsis thaliana,3702,
C-type lectin-like domain family 1,,Q8IZS7,,,,Homo sapiens,9606,
C-type lection lectoxin-Enh3,,A7X3X0,,,,Pseudoferania polylepis,338839,
C-type mannose receptor 2,,Q9UBG0,"[""5AO5"",""5AO6"",""5E4K"",""5E4L"",""5EW6""]",,,Homo sapiens,9606,
C-type mannose receptor 2,,Q4TU93,,,,Rattus norvegicus,10116,
C-type mannose receptor 2,,Q64449,,,,Mus musculus,10090,
CCL2 lectin,,B3GA02,"[""2LIE"",""2LIQ"",""4USO"",""4USP""]",,,Coprinopsis cinerea,5346,
CD209 antigen,"[""DC-SIGN"",""LSECtin CRD Fc""]",Q9NNX6,"[""1K9I"",""1SL4"",""1SL5"",""2B6B"",""2IT5"",""2IT6"",""2XR5"",""2XR6"",""6GHV"",""7NL6"",""7NL7""]","[""LfDB0019"",""LfDB0277""]","[""Man""]",Homo sapiens,9606,
CD209 antigen,,Q8HXZ8,,,,Gorilla gorilla gorilla,9595,
CD209 antigen,,Q95J96,,,,Macaca mulatta,9544,
CD209 antigen,,Q8HXZ7,,,,Pan troglodytes,9598,
CD209 antigen-like protein A,,Q91ZX1,,,,Mus musculus,10090,
CD209 antigen-like protein B,,Q8CJ91,"[""3ZHG"",""4C9F"",""4CAJ""]",,,Mus musculus,10090,
CD209 antigen-like protein C,,Q91ZW9,,,,Mus musculus,10090,"[""5380""]"
CD209 antigen-like protein D,,Q91ZW8,,,,Mus musculus,10090,
CD209 antigen-like protein E,,Q91ZW7,,,,Mus musculus,10090,
CD302 antigen,,Q5FVR3,,,,Rattus norvegicus,10116,
CD302 antigen,,Q9DCG2,,,,Mus musculus,10090,
CD302 antigen,,A8WH75,,,,Sus scrofa,9823,
CD302 antigen,,A8WH74,,,,Bos taurus,9913,
CD302 antigen,,Q8IX05,"[""2NAN""]",,,Homo sapiens,9606,
CD302 antigen,,A8WH72,,,,Trichosurus vulpecula,9337,
CDP-diacylglycerol--inositol 3-phosphatidyltransferase,,O14735,,,,Homo sapiens,9606,
CDP-diacylglycerol--inositol 3-phosphatidyltransferase,,Q8VDP6,,,,Mus musculus,10090,
CDP-diacylglycerol--inositol 3-phosphatidyltransferase,,P70500,,,,Rattus norvegicus,10116,
CFA/I fimbrial subunit E,,P25734,"[""2HB0"",""3F83"",""3VAC"",""6K73""]",,,Escherichia coli,562,
CFXB,,Q8GAV5,"[""2WV6""]",,,Citrobacter freundii,546,
Calcium up-regulated protein A,,Q55FW5,,,,Dictyostelium discoideum,44689,
Calcium up-regulated protein B,,Q7Z203,,,,Dictyostelium discoideum,44689,
Calcium up-regulated protein C,,Q7Z202,,,,Dictyostelium discoideum,44689,
Calcium up-regulated protein D,,Q54BF5,,,,Dictyostelium discoideum,44689,
Calcium up-regulated protein E,,Q7Z200,,,,Dictyostelium discoideum,44689,
Calcium up-regulated protein F,,Q7Z1I0,,,,Dictyostelium discoideum,44689,
Calcium up-regulated protein G,,Q7Z1Z9,,,,Dictyostelium discoideum,44689,
Calnexin,,P35565,,,,Rattus norvegicus,10116,
Calnexin,,P35564,,,,Mus musculus,10090,
Calnexin,,P34652,,,,Caenorhabditis elegans,6239,
Calnexin,,Q5R440,,,,Pongo abelii,9601,
